ensembl	symbol	entrez	uniprot
ENSG00000165996	HACD1	9200	B0YJ81
ENSG00000100300	TSPO	706	B1AH88
ENSG00000142621	FHAD1	114827	B1AJZ9
ENSG00000187017	ESPN	83715	B1AK53
ENSG00000101230	ISM1	140862	B1AKI9
ENSG00000204442	FAM155A	728215	B1AL88
ENSG00000162843	WDR64	128025	B1ANS9
ENSG00000183631	PRR32	100130613	B1ATL7
ENSG00000227268	KLLN	100144748	B2CW77
ENSG00000283059	KLLN	100144748	B2CW77
ENSG00000169402	RSPH10B2	728194	B2RC85
ENSG00000177946	CENPBD1	92806	B2RD01
ENSG00000257115	OR11H12	440153	B2RN74
ENSG00000205863	C1QTNF9B	387911	B2RNN3
ENSG00000066933	MYO9A	4649	B2RTY4
ENSG00000183206	POTEC	388468	B2RU33
ENSG00000174453	VWC2L	402117	B2RUY7
ENSG00000235169	SMIM1	388588	B2RUZ4
ENSG00000231256	C17orf105	284067	B2RV13
ENSG00000234224	TMEM229A	730130	B2RXF0
ENSG00000179627	ZBTB42	100128927	B2RXF5
ENSG00000235268	KDM4E	390245	B2RXH2
ENSG00000233436	BTBD18	643376	B2RXH4
ENSG00000275774	HNRNPCL2	440563	B2RXH8
ENSG00000282530	HNRNPCL2	440563	B2RXH8
ENSG00000188100	FAM25A	643161	B3EWG3
ENSG00000189090	FAM25G	100133093	B3EWG4
ENSG00000276430	FAM25C	644054	B3EWG4
ENSG00000236027	PATE3	100169851	B3GLJ2
ENSG00000226763	SRRM5	100170229	B3KS81
ENSG00000232258	TMEM114	283953	B3SHH9
ENSG00000224982	TMEM233	387890	B4DJY2
ENSG00000237515	SHISA9	729993	B4DS77
ENSG00000234284	ZNF879	345462	B4DU55
ENSG00000234444	ZNF736	728927	B4DX44
ENSG00000186777	ZNF732	654254	B4DXR9
ENSG00000230062	ANKRD66	100287718	B4E2M5
ENSG00000214491	SEC14L6	730005	B5MCN3
ENSG00000218819	TDRD15	100129278	B5MCY1
ENSG00000274252	GGTLC3	728441	B5MD39
ENSG00000205609	EIF3CL	728689	B5ME19
ENSG00000248385	TARM1	441864	B6A8C7
ENSG00000273875	TARM1	441864	B6A8C7
ENSG00000274889	TARM1	441864	B6A8C7
ENSG00000275123	TARM1	441864	B6A8C7
ENSG00000275384	TARM1	441864	B6A8C7
ENSG00000275806	TARM1	441864	B6A8C7
ENSG00000276145	TARM1	441864	B6A8C7
ENSG00000276355	TARM1	441864	B6A8C7
ENSG00000276604	TARM1	441864	B6A8C7
ENSG00000277178	TARM1	441864	B6A8C7
ENSG00000269526	ERVV-1	147664	B6SEH8
ENSG00000268964	ERVV-2	100271846	B6SEH9
ENSG00000260458	KCNJ18	100134444	B7U540
ENSG00000225556	C2CD4D	100191040	B7Z1M9
ENSG00000277288	C10orf142	100130539	B7Z368
ENSG00000204514	ZNF814	730051	B7Z6K7
ENSG00000152061	RABGAP1L	9910	B7ZAP0
ENSG00000117262	GPR89A	653519	B7ZAQ6
ENSG00000219607	PPP1R3G	648791	B7ZBB8
ENSG00000277058	HNRNPCL3	649330	B7ZW38
ENSG00000282559	HNRNPCL3	649330	B7ZW38
ENSG00000234965	SHISA8	440829	B8ZZ34
ENSG00000222018	C21orf140	102723451	B9A014
ENSG00000222018	C21orf140	101928147	B9A014
ENSG00000254709	IGLL5	100423062	B9A064
ENSG00000274512	TBC1D3L	729873	B9A6J9
ENSG00000274512	TBC1D3L	101060376	B9A6J9
ENSG00000249242	TMEM150C	441027	B9EJG8
ENSG00000166984	TCP10L2	401285	B9ZVM9
ENSG00000232434	C9orf172	389813	C9J069
ENSG00000223417	TRIM49D1	399939	C9J1S8
ENSG00000233802	TRIM49D2	729384	C9J1S8
ENSG00000251287	ALG1L2	644974	C9J202
ENSG00000223569	USP17L15	100288520	C9J2P7
ENSG00000237136	C4orf51	646603	C9J302
ENSG00000234511	C5orf58	133874	C9J3I9
ENSG00000226174	TEX22	647310	C9J3V5
ENSG00000184208	C22orf46	79640	C9J442
ENSG00000235034	C19orf81	342918	C9J6K1
ENSG00000170667	RASA4B	100271927	C9J798
ENSG00000240747	KRBOX1	100506243	C9JBD0
ENSG00000226742	HSBP1L1	440498	C9JCN9
ENSG00000228607	CLDN25	644672	C9JDP6
ENSG00000229474	PATL2	197135	C9JE40
ENSG00000233041	PHGR1	644844	C9JFL3
ENSG00000185864	NPIPB4	440345	C9JG80
ENSG00000185864	NPIPB4	23117	C9JG80
ENSG00000224940	PRRT4	401399	C9JH25
ENSG00000233493	TMEM238	388564	C9JI98
ENSG00000222009	BTBD19	149478	C9JJ37
ENSG00000231396	USP17L10	100287144	C9JJH3
ENSG00000132297	HHLA1	10086	C9JL84
ENSG00000232399	USP17L13	100287238	C9JLJ4
ENSG00000188070	C11orf95	65998	C9JLR9
ENSG00000225663	FAM195B	348262	C9JLW8
ENSG00000257446	ZNF878	729747	C9JN71
ENSG00000227551	USP17L12	100287205	C9JPN9
ENSG00000186952	TMEM232	642987	C9JQI7
ENSG00000234438	KBTBD13	390594	C9JR72
ENSG00000227471	AKR1B15	441282	C9JRZ8
ENSG00000237452	BHMG1	388553	C9JSJ3
ENSG00000230778	ANKRD63	100131244	C9JTQ0
ENSG00000224420	ADM5	199800	C9JUS6
ENSG00000233136	USP17L11	100287178	C9JVI0
ENSG00000257704	INAFM1	255783	C9JVW0
ENSG00000234776	C11orf94	143678	C9JXX5
ENSG00000229637	PRAC2	360205	D3DTV9
ENSG00000256797	KLRF2	100431172	D3W0D1
ENSG00000249811	USP17L21	100287478	D6R901
ENSG00000250844	USP17L18	100287364	D6R9N7
ENSG00000248933	USP17L22	100287513	D6RA61
ENSG00000249104	USP17L17	100287327	D6RBQ6
ENSG00000248920	USP17L19	100287404	D6RCP7
ENSG00000249931	GOLGA8K	653125	D6RF30
ENSG00000234602	MCIDAS	345643	D6RGH6
ENSG00000250745	USP17L20	100287441	D6RJB6
ENSG00000243317	C7orf73	647087	E0CX11
ENSG00000261272	MUC22	100507679	E2RYF6
ENSG00000261603	PRSS46	100287362	E5RG02
ENSG00000254206	NPIPB11	728888	E5RHQ5
ENSG00000235098	ANKRD65	441869	E5RJM6
ENSG00000237330	RNF223	401934	E7ERA6
ENSG00000269343	ZNF587B	100293516	E7ETH6
ENSG00000230510	PPP5D1	100506012	E7EU14
ENSG00000228672	PROB1	389333	E7EW31
ENSG00000196531	NACA	4666	E9PAV3
ENSG00000227059	ANHX	647589	E9PGG2
ENSG00000255251	PRR23D1	100131608	E9PI22
ENSG00000274540	PRR23D1	100131608	E9PI22
ENSG00000254852	NPIPA2	642799	E9PIF3
ENSG00000198156	NPIPB6	728741	E9PJ23
ENSG00000214967	NPIPA7	101059938	E9PJI5
ENSG00000214967	NPIPA7	101059953	E9PJI5
ENSG00000183793	NPIPA5	100288332	E9PKD4
ENSG00000259112	NDUFC2-KCTD14	100532726	E9PQ53
ENSG00000255524	NPIPB8	728734	E9PQR5
ENSG00000187066	TMEM262	100130348	E9PQX1
ENSG00000278615	C11orf98	102288414	E9PRG8
ENSG00000228594	C1orf233	643988	F2Z333
ENSG00000178734	LMO7DN	729420	F2Z398
ENSG00000225940	C5orf67	101928448	F2Z3F1
ENSG00000246922	UBAP1L	390595	F5GYI3
ENSG00000256374	PPIAL4D	645142	F5H284
ENSG00000180044	C3orf80	401097	F5H4A9
ENSG00000184949	FAM227A	646851	F5H4B4
ENSG00000229292	RFPL4AL1	729974	F8VTS6
ENSG00000196993	NPIPB9	100507607	F8W1W9
ENSG00000196993	NPIPB9	728734	F8W1W9
ENSG00000232653	GOLGA8N	643699	F8WBI6
ENSG00000129965	INS-IGF2	723961	F8WCM5
ENSG00000224712	NPIPA3	642778	F8WFD2
ENSG00000205754	SLCO1B7	338821	G3V0H7
ENSG00000263513	FAM72C	554282	H0Y354
ENSG00000259511	UBE2Q2L	100505679	H0YL09
ENSG00000238227	C9orf69	90120	H0YL14
ENSG00000240204	SMKR1	100287482	H3BMG3
ENSG00000236980	C3orf84	646498	H3BNL1
ENSG00000260286	C6orf229	101928603	H3BNL8
ENSG00000225526	MKRN2OS	100129480	H3BPM6
ENSG00000230873	STMND1	401236	H3BQB6
ENSG00000225828	FAM229A	100128071	H3BQW9
ENSG00000256162	SMLR1	100507203	H3BR10
ENSG00000261652	C15orf65	145788	H3BRN8
ENSG00000261115	TMEM178B	100507421	H3BS89
ENSG00000188626	GOLGA8M	653720	H3BSY2
ENSG00000227868	C1orf234	729059	H3BTG2
ENSG00000255359	CCDC179	100500938	H3BU77
ENSG00000230031	POTEB2	100287399	H3BUK9
ENSG00000260001	TGFBR3L	100507588	H3BV60
ENSG00000234469	CLDN34	100288814	H7C241
ENSG00000234409	CCDC188	388849	H7C350
ENSG00000274897	PANO1	101927423	I0J062
ENSG00000214414	TRIM77	390231	I1YAP6
ENSG00000262874	C19orf84	147646	I3L1E1
ENSG00000261949	GFY	100507003	I3L273
ENSG00000262484	CCER2	643669	I3L3R5
ENSG00000283099	CCER2	643669	I3L3R5
ENSG00000186399	GOLGA8R	101059918	I6L899
ENSG00000267795	SMIM22	440335	K7EJ46
ENSG00000176087	SLC35A4	113829	L0R6Q1
ENSG00000100335	MIEF1	54471	L0R8F8
ENSG00000269855	RNF225	646862	M0QZC1
ENSG00000105261	OVOL3	728361	O00110
ENSG00000105612	DNASE2	1777	O00115
ENSG00000018510	AGPS	8540	O00116
ENSG00000104691	UBXN8	7993	O00124
ENSG00000068796	KIF2A	3796	O00139
ENSG00000118515	SGK1	6446	O00141
ENSG00000166548	TK2	7084	O00142
ENSG00000188763	FZD9	8326	O00144
ENSG00000123136	DDX39A	10212	O00148
ENSG00000107438	PDLIM1	9124	O00151
ENSG00000097021	ACOT7	11332	O00154
ENSG00000170128	GPR25	2848	O00155
ENSG00000197879	MYO1C	4641	O00159
ENSG00000142347	MYO1F	4542	O00160
ENSG00000092531	SNAP23	8773	O00161
ENSG00000143575	HAX1	10456	O00165
ENSG00000064655	EYA2	2139	O00167
ENSG00000266964	FXYD1	5348	O00168
ENSG00000110711	AIP	9049	O00170
ENSG00000106178	CCL24	6369	O00175
ENSG00000100226	GTPBP1	9567	O00178
ENSG00000135750	KCNK1	3775	O00180
ENSG00000168961	LGALS9	3965	O00182
ENSG00000116266	STXBP3	6814	O00186
ENSG00000009724	MASP2	10747	O00187
ENSG00000221838	AP4M1	9179	O00189
ENSG00000099889	ARVCF	421	O00192
ENSG00000110696	C11orf58	10944	O00193
ENSG00000041353	RAB27B	5874	O00194
ENSG00000135116	HRK	8739	O00198
ENSG00000132842	AP3B1	8546	O00203
ENSG00000088002	SULT2B1	6820	O00204
ENSG00000136869	TLR4	7099	O00206
ENSG00000173156	RHOD	29984	O00212
ENSG00000166313	APBB1	322	O00213
ENSG00000116977	LGALS8	3964	O00214
ENSG00000110717	NDUFS8	4728	O00217
ENSG00000103044	HAS3	3038	O00219
ENSG00000104689	TNFRSF10A	8797	O00220
ENSG00000146232	NFKBIE	4794	O00221
ENSG00000179603	GRM8	2918	O00222
ENSG00000241563	CORT	1325	O00230
ENSG00000108671	PSMD11	5717	O00231
ENSG00000197170	PSMD12	5718	O00232
ENSG00000110801	PSMD9	5715	O00233
ENSG00000239305	RNF103	7844	O00237
ENSG00000138696	BMPR1B	658	O00238
ENSG00000101307	SIRPB1	10326	O00241
ENSG00000177556	ATOX1	475	O00244
ENSG00000159723	AGRP	181	O00253
ENSG00000164220	F2RL2	2151	O00254
ENSG00000133895	MEN1	4221	O00255
ENSG00000141582	CBX4	8535	O00257
ENSG00000182093	WRB	7485	O00258
ENSG00000101856	PGRMC1	10857	O00264
ENSG00000196235	SUPT5H	6829	O00267
ENSG00000130699	TAF4	6874	O00268
ENSG00000120436	GPR31	2853	O00270
ENSG00000160049	DFFA	1676	O00273
ENSG00000133111	RFXAP	5994	O00287
ENSG00000127946	HIP1	3092	O00291
ENSG00000143768	LEFTY2	7044	O00292
ENSG00000112041	TULP1	7287	O00294
ENSG00000104804	TULP2	7288	O00295
ENSG00000206394	CLIC1	1192	O00299
ENSG00000213719	CLIC1	1192	O00299
ENSG00000223639	CLIC1	1192	O00299
ENSG00000226248	CLIC1	1192	O00299
ENSG00000226417	CLIC1	1192	O00299
ENSG00000226651	CLIC1	1192	O00299
ENSG00000230685	CLIC1	1192	O00299
ENSG00000164761	TNFRSF11B	4982	O00300
ENSG00000175390	EIF3F	8665	O00303
ENSG00000182389	CACNB4	785	O00305
ENSG00000198373	WWP2	11060	O00308
ENSG00000097046	CDC7	8317	O00311
ENSG00000105672	ETV2	2116	O00321
ENSG00000105668	UPK1A	11045	O00322
ENSG00000133794	ARNTL	406	O00327
ENSG00000171608	PIK3CD	5293	O00329
ENSG00000110435	PDHX	8050	O00330
ENSG00000156222	SLC28A1	9154	O00337
ENSG00000198203	SULT1C2	6819	O00338
ENSG00000132561	MATN2	4147	O00339
ENSG00000162383	SLC1A7	6512	O00341
ENSG00000178919	FOXE1	2304	O00358
ENSG00000116260	QSOX1	5768	O00391
ENSG00000078589	P2RY10	27334	O00398
ENSG00000104671	DCTN6	10671	O00399
ENSG00000169359	SLC33A1	9197	O00400
ENSG00000106299	WASL	8976	O00401
ENSG00000186642	PDE2A	5138	O00408
ENSG00000053254	FOXN3	1112	O00409
ENSG00000065150	IPO5	3843	O00410
ENSG00000099821	POLRMT	5442	O00411
ENSG00000103319	EEF2K	29904	O00418
ENSG00000103319	EEF2K	101930123	O00418
ENSG00000121797	CCRL2	9034	O00421
ENSG00000150459	SAP18	10284	O00422
ENSG00000066629	EML1	2009	O00423
ENSG00000136231	IGF2BP3	10643	O00425
ENSG00000087470	DNM1L	10059	O00429
ENSG00000137996	RTCA	8634	O00442
ENSG00000011405	PIK3C2A	5286	O00443
ENSG00000142731	PLK4	10733	O00444
ENSG00000129990	SYT5	6861	O00445
ENSG00000168546	GFRA2	2675	O00451
ENSG00000204482	LST1	7940	O00453
ENSG00000206433	LST1	7940	O00453
ENSG00000223465	LST1	7940	O00453
ENSG00000226182	LST1	7940	O00453
ENSG00000230791	LST1	7940	O00453
ENSG00000231048	LST1	7940	O00453
ENSG00000234514	LST1	7940	O00453
ENSG00000235915	LST1	7940	O00453
ENSG00000006652	IFRD1	3475	O00458
ENSG00000105647	PIK3R2	5296	O00459
ENSG00000173905	GOLIM4	27333	O00461
ENSG00000109323	MANBA	4126	O00462
ENSG00000082512	TRAF5	7188	O00463
ENSG00000188157	AGRN	375790	O00468
ENSG00000152952	PLOD2	5352	O00469
ENSG00000143995	MEIS1	4211	O00470
ENSG00000070367	EXOC5	10640	O00471
ENSG00000118985	ELL2	22936	O00472
ENSG00000124564	SLC17A3	10786	O00476
ENSG00000111801	BTN3A3	10384	O00478
ENSG00000182952	HMGN4	10473	O00479
ENSG00000026950	BTN3A1	11119	O00481
ENSG00000116833	NR5A2	2494	O00482
ENSG00000189043	NDUFA4	4697	O00483
ENSG00000115233	PSMD14	10213	O00487
ENSG00000142684	ZNF593	51042	O00488
ENSG00000136717	BIN1	274	O00499
ENSG00000184113	CLDN5	7122	O00501
ENSG00000102753	KPNA3	3839	O00505
ENSG00000115694	STK25	10494	O00506
ENSG00000114374	USP9Y	8287	O00507
ENSG00000116128	BCL9	607	O00512
ENSG00000159166	LAD1	3898	O00515
ENSG00000117480	FAAH	2166	O00519
ENSG00000001631	KRIT1	889	O00522
ENSG00000110375	UPK2	7379	O00526
ENSG00000134121	CHL1	10752	O00533
ENSG00000110002	VWA5A	4013	O00534
ENSG00000100029	PES1	23481	O00541
ENSG00000198719	DLL1	28514	O00548
ENSG00000275555	DLL1	28514	O00548
ENSG00000141837	CACNA1A	773	O00555
ENSG00000147654	EBAG9	9166	O00559
ENSG00000137575	SDCBP	6386	O00560
ENSG00000110697	PITPNM1	9600	O00562
ENSG00000124383	MPHOSPH10	10199	O00566
ENSG00000101361	NOP56	10528	O00567
ENSG00000182968	SOX1	6656	O00570
ENSG00000215301	DDX3X	1654	O00571
ENSG00000172215	CXCR6	10663	O00574
ENSG00000026297	RNASET2	8635	O00584
ENSG00000137077	CCL21	6366	O00585
ENSG00000100060	MFNG	4242	O00587
ENSG00000144648	ACKR2	1238	O00590
ENSG00000094755	GABRP	2568	O00591
ENSG00000128567	PODXL	5420	O00592
ENSG00000085265	FCN1	2219	O00602
ENSG00000142871	CYR61	3491	O00622
ENSG00000108733	PEX12	5193	O00623
ENSG00000112337	SLC17A2	10246	O00624
ENSG00000087842	PIR	8544	O00625
ENSG00000102962	CCL22	6367	O00626
ENSG00000112357	PEX7	5191	O00628
ENSG00000186432	KPNA4	3840	O00629
ENSG00000170290	SLN	6588	O00631
ENSG00000162068	NTN3	4917	O00634
ENSG00000112343	TRIM38	10475	O00635
ENSG00000147862	NFIB	4781	O00712
ENSG00000112242	E2F3	1871	O00716
ENSG00000119414	PPP6C	5537	O00743
ENSG00000169884	WNT10B	7480	O00744
ENSG00000103202	NME4	4833	O00746
ENSG00000172831	CES2	8824	O00748
ENSG00000133056	PIK3C2B	5287	O00750
ENSG00000104774	MAN2B1	4125	O00754
ENSG00000154764	WNT7A	7476	O00755
ENSG00000130957	FBP2	8789	O00757
ENSG00000175063	UBE2C	11065	O00762
ENSG00000076555	ACACB	32	O00763
ENSG00000160209	PDXK	8566	O00764
ENSG00000160209	PDXK	105372824	O00764
ENSG00000099194	SCD	6319	O00767
ENSG00000170579	DLGAP1	9229	O14490
ENSG00000189143	CLDN4	1364	O14493
ENSG00000067113	PLPP1	8611	O14494
ENSG00000162407	PLPP3	8613	O14495
ENSG00000117713	ARID1A	8289	O14497
ENSG00000129009	ISLR	3671	O14498
ENSG00000134107	BHLHE40	8553	O14503
ENSG00000120833	SOCS2	8835	O14508
ENSG00000158458	NRG2	9542	O14511
ENSG00000274211	SOCS7	30837	O14512
ENSG00000274229	SOCS7	30837	O14512
ENSG00000176771	NCKAP5	344148	O14513
ENSG00000181790	ADGRB1	575	O14514
ENSG00000111328	CDK2AP1	8099	O14519
ENSG00000165269	AQP7	364	O14520
ENSG00000204370	SDHD	6392	O14521
ENSG00000196090	PTPRT	11122	O14522
ENSG00000172375	C2CD2L	9854	O14523
ENSG00000166881	NEMP1	23306	O14524
ENSG00000152092	ASTN1	460	O14525
ENSG00000130475	FCHO1	23149	O14526
ENSG00000111249	CUX2	23316	O14529
ENSG00000115514	TXNDC9	10190	O14530
ENSG00000151640	DPYSL4	10570	O14531
ENSG00000184557	SOCS3	9021	O14543
ENSG00000170677	SOCS6	9306	O14544
ENSG00000135148	TRAFD1	10906	O14545
ENSG00000115944	COX7A2L	9167	O14548
ENSG00000105679	GAPDHS	26330	O14556
ENSG00000004776	HSPB6	126393	O14558
ENSG00000004777	ARHGAP33	115703	O14559
ENSG00000004779	NDUFAB1	4706	O14561
ENSG00000103353	UBFD1	56061	O14562
ENSG00000114395	CYB561D2	11068	O14569
ENSG00000158560	DYNC1I1	1780	O14576
ENSG00000122966	CIT	11113	O14578
ENSG00000105669	COPE	11316	O14579
ENSG00000185385	OR7A17	26333	O14581
ENSG00000064490	RFXANK	8625	O14593
ENSG00000130287	NCAN	1463	O14594
ENSG00000175215	CTDSP2	10106	O14595
ENSG00000129862	VCY1B	353513	O14598
ENSG00000129864	VCY	9084	O14598
ENSG00000183753	BPY2	9083	O14599
ENSG00000183795	BPY2B	442867	O14599
ENSG00000185894	BPY2C	442868	O14599
ENSG00000198692	EIF1AY	9086	O14602
ENSG00000169789	PRY	9081	O14603
ENSG00000169807	PRY2	442862	O14603
ENSG00000154620	TMSB4Y	9087	O14604
ENSG00000183878	UTY	7404	O14607
ENSG00000167083	GNGT2	2793	O14610
ENSG00000149798	CDC42EP2	10435	O14613
ENSG00000065000	AP3D1	8943	O14617
ENSG00000173992	CCS	9973	O14618
ENSG00000169248	CXCL11	6373	O14625
ENSG00000174946	GPR171	29909	O14626
ENSG00000131264	CDX4	1046	O14627
ENSG00000005801	ZNF195	7748	O14628
ENSG00000159455	LCE2B	26239	O14633
ENSG00000154269	ENPP3	5169	O14638
ENSG00000099204	ABLIM1	3983	O14639
ENSG00000107404	DVL1	1855	O14640
ENSG00000004975	DVL2	1856	O14641
ENSG00000163879	DNALI1	7802	O14645
ENSG00000153922	CHD1	1105	O14646
ENSG00000173575	CHD2	1106	O14647
ENSG00000171303	KCNK3	3777	O14649
ENSG00000108433	GOSR2	9570	O14653
ENSG00000133124	IRS4	8471	O14654
ENSG00000136827	TOR1A	1861	O14656
ENSG00000136816	TOR1B	27348	O14657
ENSG00000124222	STX16	8675	O14662
ENSG00000130962	PRRG1	5638	O14668
ENSG00000126460	PRRG2	5639	O14669
ENSG00000137845	ADAM10	102	O14672
ENSG00000119688	ABCD4	5826	O14678
ENSG00000149547	EI24	9538	O14681
ENSG00000171617	ENC1	8507	O14682
ENSG00000175274	TP53I11	9537	O14683
ENSG00000148344	PTGES	9536	O14684
ENSG00000167548	KMT2D	8085	O14686
ENSG00000186448	ZNF197	10168	O14709
ENSG00000281709	ZNF197	10168	O14709
ENSG00000119185	ITGB1BP1	9270	O14713
ENSG00000169629	RGPD8	727851	O14715
ENSG00000107614	TRDMT1	1787	O14717
ENSG00000180245	RRH	10692	O14718
ENSG00000120868	APAF1	317	O14727
ENSG00000101782	RIOK3	8780	O14730
ENSG00000141401	IMPA2	3613	O14732
ENSG00000076984	MAP2K7	5609	O14733
ENSG00000101473	ACOT8	10005	O14734
ENSG00000103502	CDIPT	10423	O14735
ENSG00000105185	PDCD5	9141	O14737
ENSG00000100462	PRMT5	10419	O14744
ENSG00000109062	SLC9A3R1	9368	O14745
ENSG00000164362	TERT	7015	O14746
ENSG00000172818	OVOL1	5017	O14753
ENSG00000025423	HSD17B6	8630	O14756
ENSG00000149554	CHEK1	1111	O14757
ENSG00000120889	TNFRSF10B	8795	O14763
ENSG00000187730	GABRD	2563	O14764
ENSG00000134138	MEIS2	4212	O14770
ENSG00000085644	ZNF213	7760	O14771
ENSG00000254685	FPGT	8790	O14772
ENSG00000166340	TPP1	1200	O14773
ENSG00000069966	GNB5	10681	O14775
ENSG00000113649	TCERG1	10915	O14776
ENSG00000080986	NDC80	10403	O14777
ENSG00000084731	KIF3C	3797	O14782
ENSG00000099250	NRP1	8829	O14786
ENSG00000105576	TNPO2	30000	O14787
ENSG00000120659	TNFSF11	8600	O14788
ENSG00000100342	APOL1	8542	O14791
ENSG00000002587	HS3ST1	9957	O14792
ENSG00000138379	MSTN	2660	O14793
ENSG00000198722	UNC13B	10497	O14795
ENSG00000198574	SH2D1B	117157	O14796
ENSG00000173535	TNFRSF10C	8794	O14798
ENSG00000148606	POLR3A	11128	O14802
ENSG00000135569	TAAR5	9038	O14804
ENSG00000158186	MRAS	22808	O14807
ENSG00000168993	CPLX1	10815	O14810
ENSG00000165462	PHOX2A	401	O14813
ENSG00000135773	CAPN9	10753	O14815
ENSG00000214063	TSPAN4	7106	O14817
ENSG00000101182	PSMA7	5688	O14818
ENSG00000113319	RASGRF2	5924	O14827
ENSG00000116521	SCAMP3	10067	O14828
ENSG00000263290	SCAMP3	10067	O14828
ENSG00000086717	PPEF1	5475	O14829
ENSG00000156194	PPEF2	5470	O14830
ENSG00000107537	PHYH	5264	O14832
ENSG00000240505	TNFRSF13B	23495	O14836
ENSG00000178814	OPLAH	26873	O14841
ENSG00000126266	FFAR1	2864	O14842
ENSG00000185897	FFAR3	2865	O14843
ENSG00000163568	AIM2	9447	O14862
ENSG00000104154	SLC30A4	7782	O14863
ENSG00000156273	BACH1	571	O14867
ENSG00000156273	BACH1	100379661	O14867
ENSG00000103507	BCKDK	10295	O14874
ENSG00000119917	IFIT3	3437	O14879
ENSG00000143198	MGST3	4259	O14880
ENSG00000092208	GEMIN2	8487	O14893
ENSG00000142484	TM4SF5	9032	O14894
ENSG00000117595	IRF6	3664	O14896
ENSG00000172059	KLF11	8462	O14901
ENSG00000143816	WNT9A	7483	O14904
ENSG00000158955	WNT9B	7484	O14905
ENSG00000276799	WNT9B	7484	O14905
ENSG00000213977	TAX1BP3	30851	O14907
ENSG00000123159	GIPC1	10755	O14908
ENSG00000111052	LIN7A	8825	O14910
ENSG00000118946	PCDH17	27253	O14917
ENSG00000104365	IKBKB	3551	O14920
ENSG00000127074	RGS13	6003	O14921
ENSG00000159788	RGS12	6002	O14924
ENSG00000265354	TIMM23	100287932	O14925
ENSG00000186765	FSCN2	25794	O14926
ENSG00000128708	HAT1	8520	O14929
ENSG00000204475	NCR3	259197	O14931
ENSG00000206430	NCR3	259197	O14931
ENSG00000223833	NCR3	259197	O14931
ENSG00000225211	NCR3	259197	O14931
ENSG00000236315	NCR3	259197	O14931
ENSG00000236979	NCR3	259197	O14931
ENSG00000237103	NCR3	259197	O14931
ENSG00000237808	NCR3	259197	O14931
ENSG00000156587	UBE2L6	9246	O14933
ENSG00000147044	CASK	8573	O14936
ENSG00000129219	PLD2	5338	O14939
ENSG00000124882	EREG	2069	O14944
ENSG00000105967	TFEC	22797	O14948
ENSG00000164405	UQCRQ	27089	O14949
ENSG00000118680	MYL12B	103910	O14950
ENSG00000127540	UQCR11	10975	O14957
ENSG00000118729	CASQ2	845	O14958
ENSG00000145826	LECT2	3950	O14960
ENSG00000185359	HGS	9146	O14964
ENSG00000087586	AURKA	6790	O14965
ENSG00000117280	RAB29	8934	O14966
ENSG00000153132	CLGN	1047	O14967
ENSG00000157538	DSCR3	10311	O14972
ENSG00000058272	PPP1R12A	4659	O14974
ENSG00000140284	SLC27A2	11001	O14975
ENSG00000178950	GAK	2580	O14976
ENSG00000155096	AZIN1	51582	O14977
ENSG00000006194	ZNF263	10127	O14978
ENSG00000152795	HNRNPDL	9987	O14979
ENSG00000082898	XPO1	7514	O14980
ENSG00000095564	BTAF1	9044	O14981
ENSG00000196296	ATP2A1	487	O14983
ENSG00000107242	PIP5K1B	8395	O14986
ENSG00000185666	SYN3	8224	O14994
ENSG00000104728	ARHGEF10	9639	O15013
ENSG00000274726	ARHGEF10	9639	O15013
ENSG00000180357	ZNF609	23060	O15014
ENSG00000167395	ZNF646	9726	O15015
ENSG00000166436	TRIM66	9866	O15016
ENSG00000133401	PDZD2	23037	O15018
ENSG00000173898	SPTBN2	6712	O15020
ENSG00000069020	MAST4	375449	O15021
ENSG00000148396	SEC16A	9919	O15027
ENSG00000196576	PLXNB2	23654	O15031
ENSG00000119682	AREL1	9870	O15033
ENSG00000060709	RIMBP2	23504	O15034
ENSG00000100441	KHNYN	23351	O15037
ENSG00000196663	TECPR2	9895	O15040
ENSG00000170381	SEMA3E	9723	O15041
ENSG00000163714	U2SURP	23350	O15042
ENSG00000099381	SETD1A	9739	O15047
ENSG00000145911	N4BP3	23138	O15049
ENSG00000168016	TRANK1	9881	O15050
ENSG00000132510	KDM6B	23135	O15054
ENSG00000132326	PER2	8864	O15055
ENSG00000078269	SYNJ2	8871	O15056
ENSG00000166860	ZBTB39	9880	O15060
ENSG00000182253	SYNM	23336	O15061
ENSG00000168795	ZBTB5	9925	O15062
ENSG00000166398	KIAA0355	9710	O15063
ENSG00000101350	KIF3B	9371	O15066
ENSG00000178921	PFAS	5198	O15067
ENSG00000126217	MCF2L	23263	O15068
ENSG00000136274	NACAD	23148	O15069
ENSG00000156140	ADAMTS3	9508	O15072
ENSG00000133083	DCLK1	9201	O15075
ENSG00000198707	CEP290	80184	O15078
ENSG00000101298	SNPH	9751	O15079
ENSG00000187672	ERC2	26059	O15083
ENSG00000206560	ANKRD28	23243	O15084
ENSG00000132694	ARHGEF11	9826	O15085
ENSG00000198597	ZNF536	9745	O15090
ENSG00000100890	KIAA0391	9692	O15091
ENSG00000101665	SMAD7	4092	O15105
ENSG00000213341	CHUK	1147	O15111
ENSG00000175324	LSM1	27257	O15116
ENSG00000082074	FYB	2533	O15117
